,S_NO,NAME,UNIT_NO,DT_ COMM,CAPACITY MW AS ON 31/03/2023,TYPE,STATE,SECTOR,SYSTEM,Fuel1,Fuel2,NET GENERATION(MU),Fuel 1 Consumption (if coal: only national coal) ,Fuel 1 Consumption (only for imported coal),Fuel 2 Consumption,CO2(ton) FUEL-1,"CO2(ton)
FUEL-2",TOTAL CO2(ton),Emission factor (ton/MWh),CDM Registry
,65.00,SAMAYANALLUR DG,4,22-09-2001,15.14,THERMAL,TAMIL NADU,PVT,MADURAI P,DISL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,66.00,SAMAYANALLUR DG,5,22-09-2001,15.14,THERMAL,TAMIL NADU,PVT,MADURAI P,DISL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,67.00,SAMAYANALLUR DG,6,22-09-2001,15.14,THERMAL,TAMIL NADU,PVT,MADURAI P,DISL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,67.00,SAMAYANALLUR DG,7,22-09-2001,15.14,THERMAL,TAMIL NADU,PVT,MADURAI P,DISL,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,63.00,SUGEN CCCP,0.00,,1147.50,THERMAL,GUJARAT,PVT,TORR POWER,GAS,-,3589.94,697.34,0.00,0.00,1353305.37,0.00,1353305.37,0.38,
,63.00,SUGEN CCCP,1.00,20-11-2008,382.50,THERMAL,GUJARAT,PVT,TORR POWER,GAS,-,785.14,152.51,0.00,0.00,295976.92,0.00,295976.92,0.38,CDM#1116
,63.00,SUGEN CCCP,2.00,07-05-2009,382.50,THERMAL,GUJARAT,PVT,TORR POWER,GAS,-,1155.01,224.36,0.00,0.00,435404.25,0.00,435404.25,0.38,CDM#1116
,63.00,SUGEN CCCP,3.00,08-06-2009,382.50,THERMAL,GUJARAT,PVT,TORR POWER,GAS,-,1649.79,320.47,0.00,0.00,621924.20,0.00,621924.20,0.38,CDM#1116
,64.00,TRIPURA CCPP,0.00,,726.60,THERMAL,TRIPURA,PVT,Th. Powertech Corp. Ltd.,GAS,-,4383.00,907.16,0.00,0.00,1731867.38,0.00,1731867.38,0.40,
,64.00,TRIPURA CCPP,1.00,03-01-2013,363.30,THERMAL,TRIPURA,PVT,ONGC,GAS,-,2184.00,449.56,0.00,0.00,858260.34,0.00,858260.34,0.39,CDM#6888
,64.00,TRIPURA CCPP,2.00,08-11-2014,363.30,THERMAL,TRIPURA,PVT,ONGC,GAS,-,2199.00,457.60,0.00,0.00,873607.03,0.00,873607.03,0.40,CDM#6888
,65.00,TROMBAY GT,0.00,,180.00,THERMAL,MAHARASHTRA,PVT,TATA PCL,GAS,-,946.00,216.14,0.00,0.00,433404.83,0.00,433404.83,0.46,
,65.00,TROMBAY GT,1.00,29-07-1993,120.00,THERMAL,MAHARASHTRA,PVT,TATA PCL,GAS,-,630.67,144.09,0.00,0.00,288936.55,0.00,288936.55,0.46,
,65.00,TROMBAY GT,2.00,09-12-1994,60.00,THERMAL,MAHARASHTRA,PVT,TATA PCL,GAS,-,315.33,72.05,0.00,0.00,144468.28,0.00,144468.28,0.46,
,66.00,UNO SUGEN,0.00,,382.50,THERMAL,GUJARAT,PVT,TORR POWER,GAS,-,1298.53,249.28,0.00,0.00,480373.47,0.00,480366.48,0.37,
,66.00,UNO SUGEN,1.00,03-12-2012,382.50,THERMAL,GUJARAT,PVT,TORR POWER,GAS,-,1298.53,249.28,0.00,0.00,480373.47,0.00,480373.47,0.37,CDM#8048
,67.00,URAN GT,0.00,,672.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,GAS,-,1722.71,432.37,0.00,0.00,866437.12,0.00,866437.12,0.50,
,67.00,URAN GT,5.00,10-10-1985,108.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,67.00,URAN GT,6.00,02-08-1985,108.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,GAS,-,19.19,7.40,0.00,0.00,14820.19,0.00,14820.19,0.77,
,67.00,URAN GT,7.00,17-06-1985,108.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,GAS,-,536.88,130.49,0.00,0.00,261494.55,0.00,261494.55,0.49,
,67.00,URAN GT,8.00,15-01-1986,108.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,GAS,-,566.74,137.65,0.00,0.00,275842.94,0.00,275842.94,0.49,
,67.00,URAN WHP ,9.00,16-03-1994,120.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,GAS,-,21.32,8.22,0.00,0.00,16466.88,0.00,16466.88,0.77,
,67.00,URAN WHP,10.00,28-10-1994,120.00,THERMAL,MAHARASHTRA,STATE,MAHAGENCO,GAS,-,578.58,148.62,0.00,0.00,297812.56,0.00,297812.56,0.51,
,68.00,UTRAN CCCP EXT ,0.00,,374.00,THERMAL,GUJARAT,STATE,GSECL,GAS,-,262.05,56.83,0.00,0.00,110387.65,0.00,110387.65,0.42,
,68.00,UTRAN CCCP EXT,1.00,10-07-2009,240.00,THERMAL,GUJARAT,STATE,GSECL,GAS,-,168.16,36.47,0.00,0.00,70836.99,0.00,70836.99,0.42,CDM#6520
,68.00,UTRAN CCCP EXT,2.00,10-10-2009,134.00,THERMAL,GUJARAT,STATE,GSECL,GAS,-,93.89,20.36,0.00,0.00,39550.65,0.00,39550.65,0.42,CDM#6520
,69.00,VALANTHARVI GT,0.00,,52.80,THERMAL,TAMIL NADU,STATE,PIONEER,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,69.00,VALANTHARVI GT,1.00,29-10-2005,38.00,THERMAL,TAMIL NADU,STATE,PIONEER,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,69.00,VALANTHARVI GT,2.00,15-04-2006,14.80,THERMAL,TAMIL NADU,STATE,PIONEER,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,70.00,VALUTHUR GT,0.00,,186.20,THERMAL,TAMIL NADU,STATE,TNEB,GAS,-,1102.90,242.68,0.00,0.00,487604.90,0.00,487604.90,0.44,
,70.00,VALUTHUR GT,1.00,24-02-2002,60.00,THERMAL,TAMIL NADU,STATE,TNEB,GAS,-,394.22,86.74,0.00,0.00,174289.57,0.00,174289.57,0.44,
,70.00,VALUTHUR GT,2.00,13-03-2003,34.00,THERMAL,TAMIL NADU,STATE,TNEB,GAS,-,185.09,40.73,0.00,0.00,81840.14,0.00,81840.14,0.44,
,70.00,VALUTHUR GT,3.00,01-09-2008,59.80,THERMAL,TAMIL NADU,STATE,TNEB,GAS,-,375.87,82.70,0.00,0.00,166171.86,0.00,166171.86,0.44,
,70.00,VALUTHUR GT,4.00,01-09-2008,32.40,THERMAL,TAMIL NADU,STATE,TNEB,GAS,-,147.72,32.50,0.00,0.00,65303.33,0.00,65303.33,0.44,
,71.00,VEMAGIRI CCCP,0.00,,370.00,THERMAL,ANDHRA PRADESH,PVT,VEMAGIRI,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,71.00,VEMAGIRI CCCP,1.00,13-01-2006,233.00,THERMAL,ANDHRA PRADESH,PVT,VEMAGIRI,GAS,-,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,CDM#4334
,71.00,VEMAGIRI CCCP,2.00,08-06-2006,137.00,THERMAL,ANDHRA PRADESH,PVT,VEMAGIRI,GAS,-,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,CDM#4334
,72.00,VIJESWARAM GT,0.00,,272.00,THERMAL,ANDHRA PRADESH,STATE,APGENCO,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,72.00,VIJESWARAN GT,1.00,31-08-1990,33.00,THERMAL,ANDHRA PRADESH,STATE,APGENCO,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,72.00,VIJESWARAN GT,2.00,02-03-1991,33.00,THERMAL,ANDHRA PRADESH,STATE,APGENCO,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,72.00,VIJESWARAN GT,3.00,01-04-1998,112.00,THERMAL,ANDHRA PRADESH,STATE,APGENCO,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,72.00,VIJESWARAN GT,4.00,30-03-1992,34.00,THERMAL,ANDHRA PRADESH,STATE,APGENCO,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,72.00,VIJESWARAN GT,5.00,23-12-1997,60.00,THERMAL,ANDHRA PRADESH,STATE,APGENCO,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,73.00,HALDIA GT (LIQ.),0.00,,40.00,THERMAL,WEST BENGAL,STATE,WBPDC,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,73.00,HALDIA GT (LIQ.),1.00,04-10-1979,20.00,THERMAL,WEST BENGAL,STATE,WBPDC,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,73.00,HALDIA GT (LIQ.),2.00,12-12-1979,20.00,THERMAL,WEST BENGAL,STATE,WBPDC,GAS,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
III. Hydro/ Nuclear,1.00,ALIYAR,0.00,,60.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,97.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,1.00,ALIYAR,1.00,21-03-1970,60.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,97.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,2.00,ALLAIN DUHANGAN,0.00,,192.00,HYDRO,HIMACHAL,PVT,ADHPL,HYDRO,-,584.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,2.00,ALLAIN DUHANGAN,1.00,16-09-2010,96.00,HYDRO,HIMACHAL,PVT,ADHPL,HYDRO,-,366.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#862
,2.00,ALLAIN DUHANGAN,2.00,18-09-2010,96.00,HYDRO,HIMACHAL,PVT,ADHPL,HYDRO,-,218.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#862
,3.00,ALMATTI DAM,0.00,,290.00,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,240.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,3.00,ALMATTI DAM,1.00,26-03-2004,15.00,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,71.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,3.00,ALMATTI DAM,2.00,04-11-2004,55.00,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,25.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,3.00,ALMATTI DAM,3.00,13-01-2005,55.00,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,23.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,3.00,ALMATTI DAM,4.00,26-03-2005,55.00,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,26.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,3.00,ALMATTI DAM,5.00,06-07-2005,55.00,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,47.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,3.00,ALMATTI DAM,6.00,10-08-2005,55.00,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,45.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,4.00,ANANDPUR SAHIB ST-I&II,0.00,,134.00,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,472.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,4.00,ANANDPUR SAHIB ST-I,1.00,27-04-1985,33.50,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,4.00,ANANDPUR SAHIB ST-I,2.00,31-05-1985,33.50,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,4.00,ANANDPUR SAHIB ST-II,3.00,19-05-1985,33.50,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,236.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,4.00,ANANDPUR SAHIB ST-II,4.00,08-05-1985,33.50,HYDRO,PUNJAB,STATE,PSEB,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,5.00,BAGLIHAR HEP,0.00,,450.00,HYDRO,JAMMU & KASHMIR,STATE,JKPDC,HYDRO,-,2561.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,5.00,BAGLIHAR HEP,1.00,19-09-2008,150.00,HYDRO,JAMMU & KASHMIR,STATE,JKPDC,HYDRO,-,980.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,5.00,BAGLIHAR HEP,2.00,26-10-2008,150.00,HYDRO,JAMMU & KASHMIR,STATE,JKPDC,HYDRO,-,828.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,5.00,BAGLIHAR HEP,3.00,14-11-2008,150.00,HYDRO,JAMMU & KASHMIR,STATE,JKPDC,HYDRO,-,752.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,6.00,BAGLIHAR HEP-II,0.00,,450.00,HYDRO,JAMMU & KASHMIR,STATE,JKPDC,HYDRO,-,1546.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,6.00,BAGLIHAR HEP-II,1.00,26-10-2015,150.00,HYDRO,JAMMU & KASHMIR,STATE,JKPDC,HYDRO,-,586.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,6.00,BAGLIHAR HEP-II,2.00,29-09-2015,150.00,HYDRO,JAMMU & KASHMIR,STATE,JKPDC,HYDRO,-,483.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,6.00,BAGLIHAR HEP-II,3.00,05-09-2015,150.00,HYDRO,JAMMU & KASHMIR,STATE,JKPDC,HYDRO,-,477.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,7.00,BAIRA SIUL,0.00,,180.00,HYDRO,HIMACHAL,CENTER,NHPC,HYDRO,-,539.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,7.00,BAIRA SIUL,1.00,18-05-1980,60.00,HYDRO,HIMACHAL,CENTER,NHPC,HYDRO,-,209.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,7.00,BAIRA SIUL,2.00,19-05-1980,60.00,HYDRO,HIMACHAL,CENTER,NHPC,HYDRO,-,169.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,7.00,BAIRA SIUL,3.00,13-09-1981,60.00,HYDRO,HIMACHAL,CENTER,NHPC,HYDRO,-,160.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,8.00,BAJOLI HOLI,0.00,,180.00,HYDRO,HIMACHAL,PVT,GMR Bajoli Holi Hydro Pwr Pvt Ltd.,HYDRO,-,704.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,8.00,BAJOLI HOLI,1.00,25-03-2022,60.00,HYDRO,HIMACHAL,PVT,GMR Bajoli Holi Hydro Pwr Pvt Ltd.,HYDRO,-,239.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#8217
,8.00,BAJOLI HOLI,2.00,27-03-2022,60.00,HYDRO,HIMACHAL,PVT,GMR Bajoli Holi Hydro Pwr Pvt Ltd.,HYDRO,-,226.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#8217
,8.00,BAJOLI HOLI,3.00,28-03-2022,60.00,HYDRO,HIMACHAL,PVT,GMR Bajoli Holi Hydro Pwr Pvt Ltd.,HYDRO,-,238.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#8217
,9.00,BALIMELA,0.00,,510.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,1030.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,9.00,BALIMELA,1.00,14-08-1973,60.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,160.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,9.00,BALIMELA,2.00,25-01-1974,60.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,155.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,9.00,BALIMELA,3.00,24-08-1974,60.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,9.00,BALIMELA,4.00,26-03-1975,60.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,19.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,9.00,BALIMELA,5.00,07-05-1976,60.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,275.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,9.00,BALIMELA,6.00,07-05-1976,60.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,230.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,9.00,BALIMELA,7.00,05-01-2008,75.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,98.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,9.00,BALIMELA,8.00,27-03-2008,75.00,HYDRO,ORISSA,STATE,OHPC,HYDRO,-,89.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,10.00,BANSAGAR (I),0.00,,315.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,794.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,10.00,BANSAGAR (I),1.00,27-08-1991,105.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,374.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,10.00,BANSAGAR (I),2.00,08-08-1992,105.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,301.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,10.00,BANSAGAR (I),3.00,30-08-1992,105.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,119.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,11.00,BANSAGAR (II),0.00,,30.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,105.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,11.00,BANSAGAR (II),1.00,18-02-2002,15.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,49.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,11.00,BANSAGAR (II),2.00,01-09-2002,15.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,55.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,12.00,BANSAGAR (III),0.00,,60.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,164.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,12.00,BANSAGAR (III),1.00,26-11-2000,20.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,51.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,12.00,BANSAGAR (III),2.00,25-08-2001,20.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,56.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,12.00,BANSAGAR (III),3.00,02-09-2002,20.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,56.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,13.00,BARGI,0.00,,90.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,452.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,13.00,BARGI,1.00,03-06-1988,45.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,248.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,13.00,BARGI,2.00,29-11-1988,45.00,HYDRO,MADHYA PRADESH,STATE,MPGPCL,HYDRO,-,204.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,14.00,BASPA,0.00,,300.00,HYDRO,HIMACHAL,PVT,JPHPL,HYDRO,-,1156.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,14.00,BASPA,1.00,24-01-2003,100.00,HYDRO,HIMACHAL,PVT,JPHPL,HYDRO,-,349.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,14.00,BASPA,2.00,08-01-2003,100.00,HYDRO,HIMACHAL,PVT,JPHPL,HYDRO,-,409.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,4.00,BASPA,3.00,27-05-2003,100.00,HYDRO,HIMACHAL,PVT,JPHPL,HYDRO,-,398.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,15.00,BASSI,0.00,,66.00,HYDRO,HIMACHAL,STATE,HPSEB,HYDRO,-,294.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,15.00,BASSI,1.00,13-09-1970,16.50,HYDRO,HIMACHAL,STATE,HPSEB,HYDRO,-,74.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,15.00,BASSI,2.00,24-12-1970,16.50,HYDRO,HIMACHAL,STATE,HPSEB,HYDRO,-,70.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,15.00,BASSI,3.00,15-07-1971,16.50,HYDRO,HIMACHAL,STATE,HPSEB,HYDRO,-,80.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,15.00,BASSI,4.00,03-02-1981,16.50,HYDRO,HIMACHAL,STATE,HPSEB,HYDRO,-,67.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,16.00,BHADRA,0.00,,26.00,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,26.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,16.00,BHADRA (L),1.00,28-11-1962,2.00,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,26.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,16.00,BHADRA (L),2.00,21-06-1963,12.00,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,16.00,BHADRA (L),3.00,09-04-1963,12.00,HYDRO,KARNATAKA,STATE,KPCL,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,17.00,BHAKRA,0.00,,1397.00,HYDRO,HIMACHAL,CENTER,BBMB,HYDRO,-,5720.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,17.00,BHAKRA ( R ),6.00,24-05-1966,157.00,HYDRO,HIMACHAL,CENTER,BBMB,HYDRO,-,452.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,17.00,BHAKRA ( R ),7.00,05-12-1966,157.00,HYDRO,HIMACHAL,CENTER,BBMB,HYDRO,-,866.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,17.00,BHAKRA ( R ),8.00,13-03-1967,157.00,HYDRO,HIMACHAL,CENTER,BBMB,HYDRO,-,682.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,17.00,BHAKRA ( R ),9.00,13-11-1967,157.00,HYDRO,HIMACHAL,CENTER,BBMB,HYDRO,-,267.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,17.00,BHAKRA ( R ),10.00,19-12-1968,157.00,HYDRO,HIMACHAL,CENTER,BBMB,HYDRO,-,397.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,17.00,BHAKRA (L),1.00,14-11-1960,108.00,HYDRO,HIMACHAL,CENTER,BBMB,HYDRO,-,913.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,17.00,BHAKRA (L),2.00,02-02-1961,126.00,HYDRO,HIMACHAL,CENTER,BBMB,HYDRO,-,431.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,17.00,BHAKRA (L),3.00,07-07-1961,126.00,HYDRO,HIMACHAL,CENTER,BBMB,HYDRO,-,708.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,17.00,BHAKRA (L),4.00,08-11-1961,126.00,HYDRO,HIMACHAL,CENTER,BBMB,HYDRO,-,432.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,17.00,BHAKRA (L),5.00,10-12-1961,126.00,HYDRO,HIMACHAL,CENTER,BBMB,HYDRO,-,568.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,18.00,BHANDARDHARA,0.00,,34.00,HYDRO,MAHARASHTRA,STATE,MAHAGENCO,HYDRO,-,23.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,18.00,BHANDARDHARA,2.00,30-03-1996,34.00,HYDRO,MAHARASHTRA,STATE,MAHAGENCO,HYDRO,-,23.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,CDM#2173
,19.00,BHAWANI KATTALAI BARRAGE,0.00,,30.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,77.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,19.00,BHAWANI KATTALAI BARRAGE,1.00,01-08-2006,15.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,54.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,19.00,BHAWANI KATTALAI BARRAGE,2.00,22-09-2006,15.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,23.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,20.00,BHAWANI KATTALAI -II,0.00,,30.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,54.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,20.00,BHAWANI KATTALAI -II,1.00,06-09-2013,15.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,36.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,20.00,BHAWANI KATTALAI -II,2.00,27-08-2013,15.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,18.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,21.00,BHAWANI KATTALAI -III,0.00,,30.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,33.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,21.00,BHAWANI KATTALAI -III,1.00,08-12-2012,15.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,16.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,21.00,BHAWANI KATTALAI -III,2.00,25-09-2013,15.00,HYDRO,TAMIL NADU,STATE,TNEB,HYDRO,-,16.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,22.00,BHIRA,0.00,,300.00,HYDRO,MAHARASHTRA,PVT,TATA MAH.,HYDRO,-,953.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,22.00,BHIRA,1.00,01-01-1927,25.00,HYDRO,MAHARASHTRA,PVT,TATA MAH.,HYDRO,-,300.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,22.00,BHIRA,2.00,01-01-1927,25.00,HYDRO,MAHARASHTRA,PVT,TATA MAH.,HYDRO,-,129.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,22.00,BHIRA,3.00,01-02-1927,25.00,HYDRO,MAHARASHTRA,PVT,TATA MAH.,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,22.00,BHIRA,4.00,01-03-1927,25.00,HYDRO,MAHARASHTRA,PVT,TATA MAH.,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
,22.00,BHIRA,5.00,01-05-1927,25.00,HYDRO,MAHARASHTRA,PVT,TATA MAH.,HYDRO,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
